565.562195, 2.074368, 643.539917, -3453.817627, 0.684327, 3.337948, 119.316879, 0.437630, 134.594940, -729.616333, 0.063476, 0.771011,
540.669800, 1.983977, 611.921021, -3543.478760, 0.649068, 3.394783, 115.385300, 0.423404, 129.407135, -757.190308, 0.057159, 0.791536,
514.114929, 1.887530, 579.739197, -3637.891846, 0.613630, 3.453478, 110.973183, 0.407429, 123.943115, -786.226929, 0.050626, 0.812743,
485.771301, 1.784562, 546.913574, -3737.468994, 0.577976, 3.514176, 106.040810, 0.389559, 118.181084, -816.850830, 0.043868, 0.834676,
455.505188, 1.674579, 513.352417, -3842.653076, 0.542068, 3.577029, 100.545601, 0.369637, 112.096153, -849.197632, 0.036874, 0.857383,
423.178711, 1.557069, 478.951813, -3953.912842, 0.505860, 3.642187, 94.442719, 0.347498, 105.659767, -883.412781, 0.029634, 0.880913,
388.655945, 1.431523, 443.593231, -4071.728516, 0.469305, 3.709801, 87.686447, 0.322973, 98.839066, -919.649048, 0.022134, 0.905316,
351.814514, 1.297476, 407.141296, -4196.567383, 0.432347, 3.780002, 80.232826, 0.295895, 91.596199, -958.060852, 0.014360, 0.930641,
312.566162, 1.154576, 369.441193, -4328.833496, 0.394924, 3.852883, 72.044563, 0.266123, 83.887527, -998.792786, 0.006294, 0.956927,
270.893036, 1.002719, 330.316559, -4468.782227, 0.356969, 3.928462, 63.099934, 0.233566, 75.662849, -1041.958496, -0.002082, 0.984198,
226.912415, 0.842270, 289.568390, -4616.358398, 0.318406, 4.006617, 53.408821, 0.198247, 66.864952, -1087.600952, -0.010790, 1.012444,
180.991989, 0.674479, 246.977188, -4770.906738, 0.279155, 4.086963, 43.041824, 0.160398, 57.429794, -1135.620117, -0.019853, 1.041593,
133.958725, 0.502220, 202.313004, -4930.639160, 0.239136, 4.168653, 32.183456, 0.120658, 47.288685, -1185.637329, -0.029294, 1.071458,
87.481552, 0.331362, 155.363144, -5091.648438, 0.198281, 4.249981, 21.230652, 0.080417, 36.374882, -1236.742188, -0.039137, 1.101633,
44.778622, 0.173299, 106.000458, -5246.064453, 0.156559, 4.327676, 10.976363, 0.042480, 24.640541, -1287.014526, -0.049394, 1.131313
